,Title,Citation,Conference,Publisher,Journal,Date,Authors
125,Evaluation of ontology mapping representation,12,Unknown,Unknown,Proceedings of the Workshop on Matching and Meaning,2009,"Hendrik Thomas, Declan O’Sullivan, Rob Brennan"
126,Supporting composite smart home services with semantic fault management,11,2010 5th International Conference on Future Information Technology,IEEE,Unknown,2010,"Zohar Etzioni, John Keeney, Rob Brennan, David Lewis"
127,Design of the CORBA/TC Inter-working Gateway,11,International Conference on Intelligence in Services and Networks,"Springer, Berlin, Heidelberg",Unknown,1999,"Nilo Mitra, Rob Brennan"
128,Design challenges for GDPR RegTech,10,Unknown,Unknown,arXiv preprint arXiv:2005.12138,2020,"Paul Ryan, Martin Crane, Rob Brennan"
129,A semantic data value vocabulary supporting data value assessment and measurement integration,10,Unknown,SciTePress,Unknown,2018,"Judie Attard, Rob Brennan"
130,"Integration of qos metrics, rules and semantic uplift for advanced iptv monitoring",10,Unknown,Springer US,Journal of Network and Systems Management,2015,"Ruairí de Fréin, Cristian Olariu, Yuqian Song, Rob Brennan, Patrick McDonagh, Adriana Hava, Christina Thorpe, John Murphy, Liam Murphy, Paul French"
131,Ontology Consistency and Instance Checking for Real World Linked Data.,10,Unknown,Unknown,LDQ@ ESWC,2015,"Gavin Mendel-Gleason, Kevin Feeney, Rob Brennan"
132,Multidomain IT architectures for next-generation communications service providers [Next-Generation Telco IT Architectures],10,Unknown,IEEE,IEEE Communications Magazine,2010,"Rob Brennan, Kevin Feeney, John Keeney, Declan O'Sullivan, Joel J Fleck, Simon Foley, Sven Van Der Meer"
133,Implementing the draft W3C semantic sensor network ontology,10,2010 8th IEEE International Conference on Pervasive Computing and Communications Workshops (PERCOM Workshops),IEEE,Unknown,2010,"Daniel O'Byrne, Rob Brennan, Declan O'Sullivan"
134,Challenges in value-driven data governance,9,"OTM Confederated International Conferences"" On the Move to Meaningful Internet Systems""","Springer, Cham",Unknown,2018,"Judie Attard, Rob Brennan"
135,Dacura: A new solution to data harvesting and knowledge extraction for the historical sciences,9,Unknown,Routledge,Historical Methods: A Journal of Quantitative and Interdisciplinary History,2018,"Peter N Peregrine, Rob Brennan, Thomas Currie, Kevin Feeney, Pieter François, Peter Turchin, Harvey Whitehouse"
136,Linked data schemata: fixing unsound foundations,9,Unknown,IOS Press,Semantic Web,2018,"Kevin Chekov Feeney, Gavin Mendel Gleason, Rob Brennan"
137,Publishing social sciences datasets as linked data: a political violence case study,9,Unknown,Unknown,ENRICH 2013 Conference Proceedings,2013,"Rob Brennan, Kevin C Feeney, Odhrán Gavin"
138,Using the OM2R meta-data model for ontology mapping reuse for the ontology alignment challenge-a case study.,9,OM,Unknown,Unknown,2012,"Hendrik Thomas, Rob Brennan, Declan O'Sullivan"
139,"P.: deepTrust Management Application for Discovery, Selection, and Composition of Trustworthy Services",9,In Proceedings of Ninth IFIP/IEEE International Symposium on Integrated Network Management (IM 2005,Unknown,Unknown,2005,"Karl Quinn, Declan O Sullivan, Rob Brennan, Ericsson Ireland"
140,Validating interlinks between linked data datasets with the SUMMR methodology,8,"OTM Confederated International Conferences"" On the Move to Meaningful Internet Systems""","Springer, Cham",Unknown,2016,"Alan Meehan, Dimitris Kontokostas, Markus Freudenberg, Rob Brennan, Declan O’Sullivan"
141,Enabling combined Software and Data engineering at Web-scale: The ALIGNED suite of Ontologies,8,International Semantic Web Conference,"Springer, Cham",Unknown,2016,"Monika Solanki, Bojan Božić, Markus Freudenberg, Dimitris Kontokostas, Christian Dirschl, Rob Brennan"
142,Building the seshat ontology for a global history databank,8,European Semantic Web Conference,"Springer, Cham",Unknown,2016,"Rob Brennan, Kevin Feeney, Gavin Mendel-Gleason, Bojan Bozic, Peter Turchin, Harvey Whitehouse, Pieter Francois, Thomas E Currie, Stephanie Grohmann"
143,MooM--a prototype framework for management of ontology mappings,8,2011 IEEE International Conference on Advanced Information Networking and Applications,IEEE,Unknown,2011,"Hendrik Thomas, Rob Brennan, Declan O'Sullivan"
144,Consumer-managed federated homes,7,Unknown,IEEE,IEEE Communications Magazine,2014,"Rob Brennan, Zohar Etizoni, Kevin Feeney, Declan O'Sullivan, William Fitzgerald, Simon Foley"
145,Exploring data value assessment: a survey method and investigation of the perceived relative importance of data value dimensions,6,ICEIS 2019-21st International Conference on Enterprise Information Systems,SciTePress,Unknown,2019,"Rob Brennan, Judie Attard, Plamen Petkov, Tadhg Nagle, Markus Helfert"
146,The SimCon generator: an interactive context simulator for rapid evaluation of smart building applications using virtual reality,6,2011 IEEE International Conference on Pervasive Computing and Communications Workshops (PERCOM Workshops),IEEE,Unknown,2011,"Kris McGlinn, Rob Brennan, Declan O'Sullivan, Dave Lewis"
147,Understanding information professionals: a survey on the quality of linked data sources for digital libraries,5,"OTM Confederated International Conferences"" On the Move to Meaningful Internet Systems""","Springer, Cham",Unknown,2018,"Jeremy Debattista, Lucy McKenna, Rob Brennan"
148,Managed semantic interoperability for federations,5,Unknown,Springer US,Journal of network and systems management,2014,"Rob Brennan, Brian Walshe, Declan O’Sullivan"
149,Federation lifecycle management incorporating coordination of bio-inspired self-management processes,5,Unknown,Springer US,Journal of network and systems management,2013,"Brian Meskill, Sasitharan Balasubramaniam, Rob Brennan, Kevin Feeney, Brendan Jennings"
150,Federating autonomic network management systems for flexible control of end-to-end communications services,5,Unknown,Elsevier,Unknown,2011,"Brendan Jennings, Kevin Chekov Feeney, Rob Brennan, Sasitharan Balasubramaniam, Dmitri Botvich, Sven van der Meer"
151,Pervasive knowledge-based networking for maintenance inspection in smart buildings.,5,Unknown,Unknown,Unknown,2009,"Paul Mara, Rob Brennan, Declan O'Sullivan, Marcus Keane, Kris McGlinn, James O'Donnell"
152,Is the LOD cloud at risk of becoming a museum for datasets? Looking ahead towards a fully collaborative and sustainable LOD cloud,4,Unknown,Unknown,Unknown,2019,"Jeremy Debattista, Judie Attard, Rob Brennan, Declan O'Sullivan"
153,Assessing the quality of geospatial linked data–experiences from Ordnance Survey Ireland (OSi),4,Unknown,Unknown,Unknown,2018,"Jeremy Debattista, Éamonn Clinton, Rob Brennan"
154,Challenges for Value-driven Semantic Data Quality Management.,4,ICEIS (1),Unknown,Unknown,2017,Rob Brennan
155,"Describing Reasoning Results with RVO, the Reasoning Violations Ontology.",4,MEPDaW/LDQ@ ESWC,Unknown,Unknown,2016,"Bojan Bozic, Rob Brennan, Kevin Feeney, Gavin Mendel-Gleason"
156,Global Intelligent Content: Active Curation of Language Resources using Linked Data.,4,LREC,Unknown,Unknown,2014,"David Lewis, Rob Brennan, Leroy Finn, Dominic Jones, Alan Meehan, Declan O'Sullivan, Sebastian Hellmann, Felix Sasaki"
157,Mapping Representation based on Meta-data and SPIN for Localization Workflows.,4,WaSABi-FEOSW@ ESWC,Unknown,Unknown,2014,"Alan Meehan, Rob Brennan, Dave Lewis, Declan O'Sullivan"
158,Explicit federal relationship management to support semantic integration,4,12th IFIP/IEEE International Symposium on Integrated Network Management (IM 2011) and Workshops,IEEE,Unknown,2011,"Rob Brennan, Kevin Feeney, Brian Walsh, Hendrik Thomas, Declan O'Sullivan"
159,Modelling Autonomic Communication Environments,4,Unknown,Unknown,Lecture Notes in Computer Science,2010,"Rob Brennan, Joel Fleck, Sven van der Meer"
160,Autonomic replication of management data evaluation of a market-based approach,4,2006 IEEE/IFIP Network Operations and Management Symposium NOMS 2006,IEEE,Unknown,2006,"Rob Brennan, Gavin O'Gorman, C Doherty, N Hurley, Conor McArdle"
161,Publishing authoritative geospatial data to support interlinking of building information models,3,Unknown,Elsevier,Automation in Construction,2021,"Kris McGlinn, Rob Brennan, Christophe Debruyne, Alan Meehan, Lorraine McNerney, Eamonn Clinton, Philip Kelly, Declan O'Sullivan"
162,LinkedDataOps: linked data operations based on quality process cycle,3,Unknown,CEUR-WS,Unknown,2020,"Beyza Yaman, Rob Brennan"
163,Automatic Extraction of Data Governance Knowledge from Slack Chat Channels,3,"OTM Confederated International Conferences"" On the Move to Meaningful Internet Systems""","Springer, Cham",Unknown,2018,"Rob Brennan, Simon Quigley, Pieter De Leenheer, Alfredo Maldonado"
164,Milan: automatic generation of R2RML mappings,3,Unknown,CEUR-WS,Unknown,2018,"Sahil Nakul Mathur, Declan O’Sullivan, Rob Brennan"
165,"The ALIGNED Project-Aligned, Quality-centric Software and Data Engineering Driven by Semantics",3,Unknown,Unknown,Project Networking Session at ESWC,2016,"Odhrán Gavin, Dimitris Kontokostas, Christian Dirschl, Andreas Koller, Jim Davies, Pieter Francois, R Brennan"
166,SPARQL based mapping management,3,Proceedings of the 2015 IEEE 9th International Conference on Semantic Computing (IEEE ICSC 2015),IEEE,Unknown,2015,"Alan Meehan, Rob Brennan, Declan O'Sullivan"
167,Secure federated monitoring of heterogeneous networks,3,Unknown,IEEE,IEEE Communications Magazine,2013,"Rob Brennan, Kevin Feeney, Yuqian Song, Declan O'Sullivan"
168,A comparison of complex correspondence detection techniques.,3,Unknown,Unknown,OM,2012,"Brian Walshe, Rob Brennan, Declan O'Sullivan"
169,Modelling data access for a distributed network management system,3,"13th IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",IEEE,Unknown,2005,"N Hurley, C Doherty, Rob Brennan"
170,An intelligent linked data quality dashboard,2,Unknown,CEUR-WS,Unknown,2019,"Ramneesh Vaidyambath, Jeremy Debattista, Neha Srivatsa, Rob Brennan"
171,"Semantic data ingestion for intelligent, value-driven big data analytics",2,2018 4th International Conference on Big Data Innovations and Applications (Innovate-Data),IEEE,Unknown,2018,"Jeremy Debattista, Judie Attard, Rob Brennan"
172,Building High Usability Consumer-oriented Linked Data Mobile Apps.,2,AICS,Unknown,Unknown,2017,"Ying Wang, Rob Brennan"
173,Correspondence pattern attribute selection for consumption of federated data sources,2,"Network Operations and Management Symposium (NOMS), 2012 IEEE",IEEE,Unknown,2012,"Brian Walshe, Rob Brennan, D O'Sullivan"
174,An architecture for affective management of systems of adaptive systems,2,IEEE International Workshop on Modelling Autonomic Communications Environments,"Springer, Berlin, Heidelberg",Unknown,2010,"Kevin Feeney, John Keeney, Rob Brennan, Declan O’Sullivan"
175,Implementation Experience with the OMG IN/CORBA Interworking Specification,2,Unknown,Unknown,"Proc. 6th International Conference on Intelligence in Networks (ICIN 2000), Bordeaux",2000,"C McArdle, R Brennan, N Jones, J Vasic, T Curran, Teltec Ireland"
176,Signalling System No. 7 as an agent platform message transport protocol,2,International Conference on Intelligence in Services and Networks,"Springer, Berlin, Heidelberg",Unknown,1999,"Rob Brennan, Brendan Jennings, Thomas Curran"
177,Irish attitudes toward COVID tracker app & privacy: sentiment analysis on Twitter and survey data,1,Unknown,Unknown,Unknown,2021,"Pintu Lohar, Guodong Xie, Malika Bendechache, Rob Brennan, Edoardo Celeste, Ramona Trestian, Irina Tal"
178,"AI in My Life: AI, Ethics & Privacy Workshops for 15-16-Year-Olds",1,Unknown,Unknown,Unknown,2021,"Malika Bendechache, Irina Tal, PJ Wall, Laura Grehan, Emma Clarke, Aidan Odriscoll, Laurence Van Der Haegen, Brenda Leong, Anne Kearns, Rob Brennan"
179,GDPR Compliance tools: best practice from RegTech,1,Unknown,Springer International Publishing,Unknown,2021,"Paul Ryan, Martin Crane, Rob Brennan"
180,ARK-Virus: An ARK Platform Extension for Mindful Risk Governance of Personal Protective Equipment Use in Healthcare,1,Unknown,Unknown,Unknown,2021,"Lucy McKenna, Junli Liang, Natalia Duda, Nick McDonald, Rob Brennan"
181,A common semantic model of the GDPR register of processing activities,1,Unknown,Unknown,arXiv preprint arXiv:2102.00980,2021,"Paul Ryan, Harshvardhan J Pandit, Rob Brennan"
182,Towards an automatic data value analysis method for relational databases,1,Unknown,Unknown,Unknown,2020,"Malika Bendechache, Nihar Sudhanshu Limaye, Rob Brennan"
183,Quality metrics to measure the standards conformance of geospatial linked data,1,Unknown,Unknown,Unknown,2020,"Beyza Yaman, Kevin Thompson, Rob Brennan"
184,DaVe: A Semantic Data Value Vocabulary to Enable Data Value Characterisation,1,International Conference on Enterprise Information Systems,"Springer, Cham",Unknown,2018,"Judie Attard, Rob Brennan"
185,License and Template Access Control for Geospatial Linked Data.,1,GeoLD-QuWeDa@ ESWC,Unknown,Unknown,2018,"Alan Meehan, Kaniz Fatema, Rob Brennan, Éamonn Clinton, Lorraine McNerney, Declan O'Sullivan"
186,Interlinking Ireland’s authoritative geospatial information on buildings with central statistics office data,1,Unknown,Unknown,Unknown,2017,"Kris McGlinn, Rob Brennan, Lorraine McNerney, Eamonn Clinton, Declan O’Sullivan"
187,Extension of the M-Gov ontology mapping framework for increased traceability.,1,OM@ ISWC,Unknown,Unknown,2017,"Anuj Singh, Christophe Debruyne, Rob Brennan, Alan Meehan, Declan O'Sullivan"
188,D7. 12-Data Management Plan,1,Unknown,Unknown,ALIGNED project deliverable,2015,"Dimitris Kontokostas, M Brümmer, Christian Dirschl, Bojan Božić, Rob Brennan"
189,Using Semantic Mappings to Manage Heterogeneity in XLIFF Interoperability,1,Unknown,Unknown,Localisation Focus,2015,"Dave Lewis, Rob Brennan, Alan Meehan, Declan O’Sullivan"
190,Manageable Dataset Curation for Linked Data,1,Unknown,Unknown,18th International Conference on Knowledge Engineering and Knowledge Management,2012,"Wei Tai, Kevin Feeney, Rob Brennan, Declan O’Sullivan"
191,Towards grid-based NMS data management in 3G networks and beyond,1,Unknown,Unknown,Eurescom Summit,2005,"Cormac Doherty, Neil Hurley, S Collins, Rob Brennan, T Cox"
192,On the Application of Paired Comparison to Trust,1,Unknown,Unknown,"2nd International Workshop on Managing Ubiquitous Communications and Services, Dublin, Ireland",2004,"Rob Brennan, Karl Quinn, Declan O'Sullivan, Dave Lewis, Vincent P Wade"
193,Intelligent networks: a discussion of current developments,1,Unknown,IGI Global,Unknown,2001,"Rob Brennan, Brendan Jennings, Conor McArdle, Thomas Curran"
194,FAIR Ontologies for Transparent and Accountable AI: A Hospital Adverse Incidents Vocabulary Case Study,Unknown,2021 Third International Conference on Transdisciplinary AI (TransAI),IEEE,Unknown,2021,"Maryam Basereh, Annalina Caputo, Rob Brennan"
195,Public attitudes towards privacy in COVID-19 times in the Republic of Ireland: A pilot study,Unknown,Unknown,Taylor & Francis,Information Security Journal: A Global Perspective,2021,"Malika Bendechache, Pintu Lohar, Guodong Xie, Rob Brennan, Ramona Trestian, Edoardo Celeste, Kristina Kapanova, Evgeniia Jayasekera, Irina Tal"
196,Privacy in times of COVID-19: a pilot study in the Republic of Ireland,Unknown,Unknown,Unknown,Unknown,2021,"Guodong Xie, Pintu Lohar, Claudia Florea, Malika Bendechache, Ramona Trestian, Rob Brennan, Regina Connolly, Irina Tal"
197,Privacy in a Time of COVID-19: How Concerned Are You?,Unknown,Unknown,IEEE,IEEE Security & Privacy,2021,"Ramona Trestian, Guodong Xie, Pintu Lohar, Edoardo Celeste, Malika Bendechache, Rob Brennan, Evgeniia Jayasekera, Regina Connolly, Irina Tal"
